genes,pfam_annotation,pfam_code
STRG.17946.3,Fz,PF01392
STRG.43213,Fz,PF01392
STRG.1698,Fz,PF01392
STRG.11326,Fz,PF01392
STRG.20921,Fz,PF01392
STRG.2292,Fz,PF01392
STRG.42087,Fz,PF01392
STRG.2295.1,Fz,PF01392
STRG.42088,Fz,PF01392
STRG.2295.2,Fz,PF01392
STRG.13240,F_actin_cap_B,PF01115
STRG.31051,G-alpha,PF00503
STRG.20198.2,G-alpha,PF00503
STRG.2975,G-alpha,PF00503
STRG.36976,G-alpha,PF00503
STRG.42164.1,G-patch,PF01585
STRG.23481,G-patch,PF01585
STRG.42165,G-patch,PF01585
STRG.5377,G-patch,PF01585
STRG.37679.3,G-patch,PF01585
STRG.37679.4,G-patch,PF01585
STRG.37679,G-patch,PF01585
STRG.5591,G-patch,PF01585
STRG.28554,G-patch,PF01585
STRG.8409,G-patch,PF01585
STRG.36765.3,G-patch,PF01585
STRG.11875,G-patch,PF01585
STRG.35790,G-patch,PF01585
STRG.35793,G-patch,PF01585
STRG.35799,G-patch,PF01585
STRG.35447,G-patch,PF01585
STRG.13773,G-patch,PF01585
STRG.43836,G-patch,PF01585
STRG.8561,G10,PF01125
STRG.34738,G6PD_C,PF02781
STRG.7419,G6PD_C,PF02781
STRG.7420,G6PD_C,PF02781
STRG.24808,G8,PF10162
STRG.33311,G8,PF10162
STRG.1496,Gaa1,PF04114
STRG.4610,Gaa1,PF04114
STRG.18680,GAF,PF01590
STRG.22680,GAF,PF01590
STRG.42218,GAF,PF01590
STRG.37286,GAF,PF01590
STRG.1891,GAF,PF01590
STRG.14403,GAF,PF01590
STRG.31498,GAF,PF01590
STRG.4099,GAF,PF01590
STRG.16280.4,gag-asp_proteas,PF13975
STRG.12263,gag_pre-integrs,PF13976
STRG.13026,gag_pre-integrs,PF13976
STRG.13365,gag_pre-integrs,PF13976
STRG.38867,GAIN,PF16489
STRG.34158.3,GAIN,PF16489
STRG.20105,GAIN,PF16489
STRG.17953,GAIN,PF16489
STRG.35752,GAIN,PF16489
STRG.7888.2,GAIN,PF16489
STRG.30007,Gal-3-0_sulfotr,PF06990
STRG.10788,Gal-3-0_sulfotr,PF06990
STRG.26443,Gal-3-0_sulfotr,PF06990
STRG.11803,Gal-3-0_sulfotr,PF06990
STRG.23363,Gal-3-0_sulfotr,PF06990
STRG.13037,Gal-3-0_sulfotr,PF06990
STRG.5695,Gal-3-0_sulfotr,PF06990
STRG.7366,Gal-3-0_sulfotr,PF06990
STRG.442,Gal-3-0_sulfotr,PF06990
STRG.36956,Gal-3-0_sulfotr,PF06990
STRG.15452,Gal-3-0_sulfotr,PF06990
STRG.879,Gal-3-0_sulfotr,PF06990
STRG.206,Gal-3-0_sulfotr,PF06990
STRG.7266,Gal-3-0_sulfotr,PF06990
STRG.13702,Gal-3-0_sulfotr,PF06990
STRG.10787,Gal-3-0_sulfotr,PF06990
STRG.14168,Galactosyl_T,PF01762
STRG.8332.1,Galactosyl_T,PF01762
STRG.24706,Galactosyl_T,PF01762
STRG.42928,Galactosyl_T,PF01762
STRG.19807.1,Galactosyl_T,PF01762
STRG.24706.3,Galactosyl_T,PF01762
STRG.24706.5,Galactosyl_T,PF01762
STRG.19819,Galactosyl_T,PF01762
STRG.34541,Galactosyl_T,PF01762
STRG.1377,Galactosyl_T,PF01762
STRG.27907,Galactosyl_T,PF01762
STRG.29159,Galactosyl_T,PF01762
STRG.20718,Galactosyl_T,PF01762
STRG.8158,Galactosyl_T,PF01762
STRG.20709,Galactosyl_T,PF01762
STRG.34802,Galactosyl_T,PF01762
STRG.35038,Galactosyl_T,PF01762
STRG.42064,Galactosyl_T,PF01762
STRG.42070,Galactosyl_T,PF01762
STRG.14173,Galactosyl_T,PF01762
STRG.44065,Galactosyl_T,PF01762
STRG.11869,Galactosyl_T,PF01762
STRG.24705,Galactosyl_T,PF01762
STRG.34840,Galactosyl_T,PF01762
STRG.21435.3,Galactosyl_T,PF01762
STRG.21435,Galactosyl_T,PF01762
STRG.41560.1,Galactosyl_T,PF01762
STRG.19488,Galactosyl_T,PF01762
STRG.19484,Galactosyl_T,PF01762
STRG.11721,Galactosyl_T,PF01762
STRG.35081,Galactosyl_T,PF01762
STRG.41083,Galactosyl_T,PF01762
STRG.43231,Galactosyl_T,PF01762
STRG.35082,Galactosyl_T,PF01762
STRG.21269,Galactosyl_T,PF01762
STRG.19040.1,Galactosyl_T,PF01762
STRG.35722,Galactosyl_T,PF01762
STRG.19040,Galactosyl_T,PF01762
STRG.41326,Galactosyl_T,PF01762
STRG.32391,GalKase_gal_bdg,PF10509
STRG.30344,GalKase_gal_bdg,PF10509
STRG.12922,GalP_UDP_transf,PF01087
STRG.12922.3,GalP_UDP_transf,PF01087
STRG.21966,Gal_Lectin,PF02140
STRG.6054,Gal_Lectin,PF02140
STRG.39551,Gal_Lectin,PF02140
STRG.9084,Gal_Lectin,PF02140
STRG.39550,Gal_Lectin,PF02140
STRG.6182.1,Gal_Lectin,PF02140
STRG.3864,Gal_Lectin,PF02140
STRG.6364,Gal_Lectin,PF02140
STRG.38604,Gal_Lectin,PF02140
STRG.22007,Gal_Lectin,PF02140
STRG.23573,Gal_Lectin,PF02140
STRG.6365,Gal_Lectin,PF02140
STRG.20434,Gal_Lectin,PF02140
STRG.22006,Gal_Lectin,PF02140
STRG.20436,Gal_Lectin,PF02140
STRG.9816,Gal_Lectin,PF02140
STRG.27522,Gal_Lectin,PF02140
STRG.6367,Gal_Lectin,PF02140
STRG.27521,Gal_Lectin,PF02140
STRG.9819,Gal_Lectin,PF02140
STRG.31955,Gal_Lectin,PF02140
STRG.3121,Gal_mutarotas_2,PF13802
STRG.6273,Gal_mutarotas_2,PF13802
STRG.31311,Gal_mutarotas_2,PF13802
STRG.17371,Gal_mutarotas_2,PF13802
STRG.18686,Gar1,PF04410
STRG.24000,Gar1,PF04410
STRG.6227,GAS,PF13851
STRG.35425.2,GAS2,PF02187
STRG.35425.4,GAS2,PF02187
STRG.35425,GAS2,PF02187
STRG.44188,Gasdermin,PF04598
STRG.24140,GAT,PF03127
STRG.21370,GATA,PF00320
STRG.19428,GATA,PF00320
STRG.10923,GATase,PF00117
STRG.18531,GATase,PF00117
STRG.3504.1,GATase,PF00117
STRG.4195,GATase,PF00117
STRG.18744,GATase,PF00117
STRG.42132,GATase,PF00117
STRG.13137,GATase_3,PF07685
STRG.5234,GATase_6,PF13522
STRG.20245,GATase_6,PF13522
STRG.7013,GATase_6,PF13522
STRG.24316,Gate,PF07670
STRG.43442,Gate,PF07670
STRG.2349,GBBH-like_N,PF06155
STRG.23068,GBBH-like_N,PF06155
STRG.9465,GBBH-like_N,PF06155
STRG.27406,GBBH-like_N,PF06155
STRG.3844,GBP,PF02263
STRG.13938,GBP,PF02263
STRG.12815,GBP,PF02263
STRG.13952,GBP,PF02263
STRG.13933,GBP,PF02263
STRG.13950,GBP,PF02263
STRG.13954,GBP,PF02263
STRG.33556,GBP,PF02263
STRG.38024,GBP,PF02263
STRG.12822,GBP,PF02263
STRG.28298,GBP,PF02263
STRG.12811,GBP,PF02263
STRG.13936,GBP,PF02263
STRG.34605,GBP,PF02263
STRG.4349,GBP,PF02263
STRG.5357,GBP,PF02263
STRG.12814,GBP,PF02263
STRG.12815.6,GBP,PF02263
STRG.12815.7,GBP,PF02263
STRG.12815.5,GBP,PF02263
STRG.12815.3,GBP,PF02263
STRG.10591,GBP,PF02263
STRG.12815.8,GBP,PF02263
STRG.26772,GBP,PF02263
STRG.26761,GBP,PF02263
STRG.10594,GBP_C,PF02841
STRG.36506,GBP_C,PF02841
STRG.38033,GBP_C,PF02841
STRG.13950.3,GBP_C,PF02841
STRG.13934,GBP_C,PF02841
STRG.31674,Gcd10p,PF04189
STRG.13598,GCD14,PF08704
STRG.44175,GCD14,PF08704
STRG.20751,GCFC,PF07842
STRG.20751.2,GCFC,PF07842
STRG.15153,GCIP,PF13324
STRG.25100,GCIP,PF13324
STRG.38727,GCM,PF03615
STRG.17076.1,GCN5L1,PF06320
STRG.22218,GCOM2,PF15328
STRG.18411,GCP_C_terminal,PF04130
STRG.17452,GCP_C_terminal,PF04130
STRG.19231,GCP_C_terminal,PF04130
STRG.21811,GCP_C_terminal,PF04130
STRG.10242,GCP_C_terminal,PF04130
STRG.18411.1,GCP_C_terminal,PF04130
STRG.41606,GCP_C_terminal,PF04130
STRG.27380,GCS,PF03074
STRG.36303,GCS,PF03074
STRG.36303.2,GCS,PF03074
STRG.36303.3,GCS,PF03074
STRG.27380.2,GCS,PF03074
STRG.23541,GCS,PF03074
STRG.17258,GCV_H,PF01597
STRG.5886,GCV_H,PF01597
STRG.9846,GCV_T,PF01571
STRG.5294,GDA1_CD39,PF01150
STRG.708,GDA1_CD39,PF01150
STRG.698,GDA1_CD39,PF01150
STRG.34666,GDA1_CD39,PF01150
STRG.3788,GDA1_CD39,PF01150
STRG.12433,GDA1_CD39,PF01150
STRG.19045,GDA1_CD39,PF01150
STRG.41800,GDA1_CD39,PF01150
STRG.43344,GDA1_CD39,PF01150
STRG.9965,GDA1_CD39,PF01150
STRG.10866,GDE_C,PF06202
STRG.14439,GDE_C,PF06202
STRG.19543,GDE_C,PF06202
STRG.43536,GDI,PF00996
STRG.5235,GDI,PF00996
STRG.8491,GDI,PF00996
STRG.8491.2,GDI,PF00996
STRG.8491.3,GDI,PF00996
STRG.39275,GDPD,PF03009
STRG.18108,GDPD,PF03009
STRG.18109,GDPD,PF03009
STRG.34759.2,GDPD,PF03009
STRG.34759.1,GDPD,PF03009
STRG.34759.3,GDPD,PF03009
STRG.18662,GDPD,PF03009
STRG.18662.2,GDPD,PF03009
STRG.31055,GDWWSH,PF15667
STRG.42117,Ge1_WD40,PF16529
STRG.22992.4,GED,PF02212
STRG.7399.1,GED,PF02212
STRG.43330,Gelsolin,PF00626
STRG.37447,Gelsolin,PF00626
STRG.10268,Gelsolin,PF00626
STRG.12301,Gelsolin,PF00626
STRG.6868,Gelsolin,PF00626
STRG.2562,Gelsolin,PF00626
STRG.40668,Gelsolin,PF00626
STRG.25705,Gelsolin,PF00626
STRG.18558,Gelsolin,PF00626
STRG.6474,Gelsolin,PF00626
STRG.13413,Gelsolin,PF00626
STRG.24912,Gelsolin,PF00626
STRG.24908,Gelsolin,PF00626
STRG.26490,Gemin6,PF06372
STRG.36436,GEMIN8,PF15348
STRG.40801,GEMIN8,PF15348
STRG.10808,GEMIN8,PF15348
STRG.2077,GEMIN8,PF15348
STRG.28075.1,Geminin,PF07412
STRG.28075.2,Geminin,PF07412
STRG.138,GET2,PF08690
STRG.35528,GFA,PF04828
STRG.28323,GFA,PF04828
STRG.19146,GFO_IDH_MocA,PF01408
STRG.11349,GFO_IDH_MocA,PF01408
STRG.9293,GFO_IDH_MocA,PF01408
STRG.33934,GFP,PF01353
STRG.24393,GFP,PF01353
STRG.24392,GFP,PF01353
STRG.26589,GFRP,PF06399
STRG.33670,GF_recep_IV,PF14843
STRG.30572,GGACT,PF06094
STRG.33435,GGACT,PF06094
STRG.39212,GH3,PF03321
STRG.26612,GH3,PF03321
STRG.26615,GH3,PF03321
STRG.26615.2,GH3,PF03321
STRG.6480,GHMP_kinases_C,PF08544
STRG.40665,GHMP_kinases_C,PF08544
STRG.9706,GHMP_kinases_C,PF08544
STRG.2446,GHMP_kinases_C,PF08544
STRG.31434,GHMP_kinases_N,PF00288
STRG.35873,GHMP_kinases_N,PF00288
STRG.43854,GHMP_kinases_N,PF00288
STRG.14058,GIDE,PF12483
STRG.1832,GILT,PF03227
STRG.1833,GILT,PF03227
STRG.17114,GIY-YIG,PF01541
STRG.13191,GIY-YIG,PF01541
STRG.17843,GIY-YIG,PF01541
STRG.28005,GIY-YIG,PF01541
STRG.8318.1,GIY-YIG,PF01541
STRG.8318.2,GIY-YIG,PF01541
STRG.8318.3,GIY-YIG,PF01541
STRG.5527.1,GIY-YIG,PF01541
STRG.25345.1,GIY-YIG,PF01541
STRG.25345.2,GIY-YIG,PF01541
STRG.25345.8,GIY-YIG,PF01541
STRG.16207,GIY-YIG,PF01541
STRG.43272,GIY-YIG,PF01541
STRG.18899,GIY-YIG,PF01541
STRG.27673,GIY-YIG,PF01541
STRG.22947,GIY-YIG,PF01541
STRG.2021,GIY-YIG,PF01541
STRG.9420.1,GIY-YIG,PF01541
STRG.9420.2,GIY-YIG,PF01541
STRG.7608,GIY-YIG,PF01541
STRG.7609,GIY-YIG,PF01541
STRG.6547,GIY-YIG,PF01541
STRG.38224,GIY-YIG,PF01541
STRG.22723.2,GIY-YIG,PF01541
STRG.22723.3,GIY-YIG,PF01541
STRG.17949.1,GIY-YIG,PF01541
STRG.37552,GIY-YIG,PF01541
STRG.35578,GIY-YIG,PF01541
STRG.37150,GIY-YIG,PF01541
STRG.14902,GIY-YIG,PF01541
STRG.30731.1,GIY-YIG,PF01541
STRG.7464.1,GIY-YIG,PF01541
STRG.12429,GIY-YIG,PF01541
STRG.35546,GIY-YIG,PF01541
STRG.10117.2,GIY-YIG,PF01541
STRG.12447,GIY-YIG,PF01541
STRG.32479.1,GIY-YIG,PF01541
STRG.39433,GIY-YIG,PF01541
STRG.12423,GIY-YIG,PF01541
STRG.25061,GKAP,PF03359
STRG.36899,GKAP,PF03359
STRG.21418,GlcNAc_2-epim,PF07221
STRG.21471,GlcNAc_2-epim,PF07221
STRG.39576,GLE1,PF07817
STRG.712,Gln-synt_C,PF00120
STRG.4065,Gln-synt_N,PF03951
STRG.9947,Globin,PF00042
STRG.9950,Globin,PF00042
STRG.40597,Globin,PF00042
STRG.41232,Globin,PF00042
STRG.6727,Globin,PF00042
STRG.41950,Globin,PF00042
STRG.41994,Globin,PF00042
STRG.23526,Globin,PF00042
STRG.9949,Globin,PF00042
STRG.39133,GLTP,PF08718
STRG.18567,GLTP,PF08718
STRG.35304,GLTP,PF08718
STRG.18867,GLTSCR1,PF15249
STRG.34689,Glt_symporter,PF03616
STRG.5685,Glucosamine_iso,PF01182
STRG.11541,Glucosamine_iso,PF01182
STRG.4159,Glutaredoxin,PF00462
STRG.22434.1,Glutaredoxin,PF00462
STRG.22434.2,Glutaredoxin,PF00462
STRG.22434.3,Glutaredoxin,PF00462
STRG.4158,Glutaredoxin,PF00462
STRG.33194,Glutaredoxin,PF00462
STRG.295,Glutaredoxin,PF00462
STRG.29636,Glutaredoxin,PF00462
STRG.3093,Glycogen_syn,PF05693
STRG.41782.2,Glycohydro_20b2,PF14845
STRG.41782.3,Glycohydro_20b2,PF14845
STRG.27608,Glycohydro_20b2,PF14845
STRG.41782,Glycohydro_20b2,PF14845
STRG.23733,Glycohydro_20b2,PF14845
STRG.5351,Glycohydro_20b2,PF14845
STRG.21608,Glycolytic,PF00274
STRG.42720,Glycolytic,PF00274
STRG.11134,Glycos_transf_1,PF00534
STRG.24847,Glycos_transf_1,PF00534
STRG.24691,Glycos_transf_1,PF00534
STRG.11284,Glycos_transf_1,PF00534
STRG.38813,Glycos_transf_1,PF00534
STRG.8001,Glycos_transf_1,PF00534
STRG.43943.1,Glycos_transf_1,PF00534
STRG.41818,Glycos_transf_1,PF00534
STRG.29785,Glycos_transf_1,PF00534
STRG.20190,Glycos_transf_1,PF00534
STRG.38711,Glycos_transf_1,PF00534
STRG.36402,Glycos_transf_1,PF00534
STRG.40924,Glycos_transf_1,PF00534
STRG.28111,Glycos_transf_1,PF00534
STRG.35069,Glycos_transf_1,PF00534
STRG.15115,Glycos_transf_1,PF00534
STRG.2607,Glycos_transf_1,PF00534
STRG.2608,Glycos_transf_1,PF00534
STRG.33009,Glycos_transf_1,PF00534
STRG.38715,Glycos_transf_1,PF00534
STRG.38850,Glycos_transf_1,PF00534
STRG.11337,Glycos_transf_1,PF00534
STRG.10257,Glycos_transf_1,PF00534
STRG.4472,Glycos_transf_1,PF00534
STRG.9723,Glycos_transf_1,PF00534
STRG.15865,Glycos_transf_1,PF00534
STRG.12465,Glycos_transf_1,PF00534
STRG.12723,Glycos_transf_1,PF00534
STRG.15122.3,Glycos_transf_1,PF00534
STRG.34082,Glycos_transf_1,PF00534
STRG.15122,Glycos_transf_1,PF00534
STRG.24598,Glycos_transf_1,PF00534
STRG.31435,Glycos_transf_1,PF00534
STRG.25044,Glycos_transf_1,PF00534
STRG.2605,Glycos_transf_1,PF00534
STRG.37793,Glycos_transf_1,PF00534
STRG.26285,Glycos_transf_1,PF00534
STRG.14436,Glycos_transf_1,PF00534
STRG.26387,Glycos_transf_1,PF00534
STRG.2291,Glycos_transf_1,PF00534
STRG.38507,Glycos_transf_1,PF00534
STRG.16546,Glycos_transf_1,PF00534
STRG.20853,Glycos_transf_1,PF00534
STRG.546,Glycos_transf_1,PF00534
STRG.20525,Glycos_transf_1,PF00534
STRG.16678,Glycos_transf_1,PF00534
STRG.30948.1,Glycos_transf_1,PF00534
STRG.38511,Glycos_transf_1,PF00534
STRG.35900,Glycos_transf_1,PF00534
STRG.24692,Glycos_transf_1,PF00534
STRG.30236,Glycos_transf_1,PF00534
STRG.23864,Glycos_transf_1,PF00534
STRG.30239,Glycos_transf_1,PF00534
STRG.30579,Glycos_transf_2,PF00535
STRG.38995,Glycos_transf_2,PF00535
STRG.35276,Glycos_transf_2,PF00535
STRG.11374,Glycos_transf_2,PF00535
STRG.44150,Glycos_transf_2,PF00535
STRG.5132,Glycos_transf_2,PF00535
STRG.13645,Glycos_transf_2,PF00535
STRG.41921,Glycos_transf_2,PF00535
STRG.41922,Glycos_transf_2,PF00535
STRG.21246,Glycos_transf_2,PF00535
STRG.6900,Glycos_transf_2,PF00535
STRG.3497,Glycos_transf_2,PF00535
STRG.31232,Glycos_transf_3,PF00591
STRG.31224,Glycos_transf_3,PF00591
STRG.16586,Glycos_transf_4,PF00953
STRG.20819,Glyco_hydro38C2,PF17677
STRG.4241,Glyco_hydro_1,PF00232
STRG.4240,Glyco_hydro_1,PF00232
STRG.8884,Glyco_hydro_1,PF00232
STRG.5177,Glyco_hydro_1,PF00232
STRG.36472.1,Glyco_hydro_1,PF00232
STRG.33137,Glyco_hydro_10,PF00331
STRG.33150,Glyco_hydro_10,PF00331
STRG.13332,Glyco_hydro_15,PF00723
STRG.28437,Glyco_hydro_15,PF00723
STRG.20260,Glyco_hydro_15,PF00723
STRG.5087,Glyco_hydro_15,PF00723
STRG.8824,Glyco_hydro_15,PF00723
STRG.20601,Glyco_hydro_18,PF00704
STRG.28093,Glyco_hydro_18,PF00704
STRG.28095,Glyco_hydro_18,PF00704
STRG.28096,Glyco_hydro_18,PF00704
STRG.18093,Glyco_hydro_18,PF00704
STRG.14565,Glyco_hydro_18,PF00704
STRG.2494,Glyco_hydro_18,PF00704
STRG.35127,Glyco_hydro_18,PF00704
STRG.10747,Glyco_hydro_18,PF00704
STRG.40582,Glyco_hydro_2,PF00703
STRG.40579,Glyco_hydro_2,PF00703
STRG.21307,Glyco_hydro_2,PF00703
STRG.13211,Glyco_hydro_2,PF00703
STRG.21307.2,Glyco_hydro_2,PF00703
STRG.41774,Glyco_hydro_20,PF00728
STRG.42892.2,Glyco_hydro_20,PF00728
STRG.32517,Glyco_hydro_20,PF00728
STRG.39835,Glyco_hydro_20,PF00728
STRG.8666.2,Glyco_hydro_20,PF00728
STRG.32322,Glyco_hydro_20b,PF02838
STRG.32325,Glyco_hydro_20b,PF02838
STRG.40578,Glyco_hydro_2_C,PF02836
STRG.40581,Glyco_hydro_2_C,PF02836
STRG.2189,Glyco_hydro_30,PF02055
STRG.2185,Glyco_hydro_30,PF02055
STRG.40964,Glyco_hydro_31,PF01055
STRG.18924,Glyco_hydro_31,PF01055
STRG.35343,Glyco_hydro_31,PF01055
STRG.35341,Glyco_hydro_31,PF01055
STRG.41432,Glyco_hydro_31,PF01055
STRG.7005,Glyco_hydro_35,PF01301
STRG.14984,Glyco_hydro_35,PF01301
STRG.41860,Glyco_hydro_35,PF01301
STRG.41862,Glyco_hydro_35,PF01301
STRG.7007,Glyco_hydro_35,PF01301
STRG.17911,Glyco_hydro_35,PF01301
STRG.41861,Glyco_hydro_35,PF01301
STRG.7008,Glyco_hydro_35,PF01301
STRG.41853,Glyco_hydro_35,PF01301
STRG.14973,Glyco_hydro_35,PF01301
STRG.34595,Glyco_hydro_35,PF01301
STRG.20820.2,Glyco_hydro_38C,PF07748
STRG.9526,Glyco_hydro_39,PF01229
STRG.6159,Glyco_hydro_39,PF01229
STRG.25200,Glyco_hydro_47,PF01532
STRG.3214,Glyco_hydro_47,PF01532
STRG.16985,Glyco_hydro_47,PF01532
STRG.40843,Glyco_hydro_47,PF01532
STRG.22324,Glyco_hydro_47,PF01532
STRG.33992,Glyco_hydro_47,PF01532
STRG.11856,Glyco_hydro_47,PF01532
STRG.3214.2,Glyco_hydro_47,PF01532
STRG.25417,Glyco_hydro_56,PF01630
STRG.5632,Glyco_hydro_56,PF01630
STRG.31927,Glyco_hydro_56,PF01630
STRG.639,Glyco_hydro_63,PF03200
STRG.13223,Glyco_hydro_63,PF03200
STRG.5248,Glyco_hydro_63,PF03200
STRG.31688,Glyco_hydro_63,PF03200
STRG.37966,Glyco_hydro_63,PF03200
STRG.13411,Glyco_hydro_65m,PF03632
STRG.13409,Glyco_hydro_65m,PF03632
STRG.19021,Glyco_hydro_79n,PF03662
STRG.19021.4,Glyco_hydro_79n,PF03662
STRG.31788,Glyco_hydro_85,PF03644
STRG.20804,Glyco_transf_10,PF00852
STRG.20797,Glyco_transf_10,PF00852
STRG.22223,Glyco_transf_10,PF00852
STRG.9853,Glyco_transf_10,PF00852
STRG.20794,Glyco_transf_10,PF00852
STRG.20798,Glyco_transf_10,PF00852
STRG.38283,Glyco_transf_10,PF00852
STRG.5380,Glyco_transf_10,PF00852
STRG.38628,Glyco_transf_10,PF00852
STRG.6194,Glyco_transf_10,PF00852
STRG.24831,Glyco_transf_10,PF00852
STRG.17634,Glyco_transf_10,PF00852
STRG.16027.1,Glyco_transf_10,PF00852
STRG.18781,Glyco_transf_10,PF00852
STRG.3970,Glyco_transf_10,PF00852
STRG.12174,Glyco_transf_10,PF00852
STRG.30782,Glyco_transf_10,PF00852
STRG.38650,Glyco_transf_10,PF00852
STRG.30768,Glyco_transf_10,PF00852
STRG.16609,Glyco_transf_10,PF00852
STRG.10631,Glyco_transf_10,PF00852
STRG.10632,Glyco_transf_10,PF00852
STRG.22180,Glyco_transf_10,PF00852
STRG.12345,Glyco_transf_10,PF00852
STRG.42831,Glyco_transf_10,PF00852
STRG.742,Glyco_transf_10,PF00852
STRG.6194.1,Glyco_transf_10,PF00852
STRG.24831.2,Glyco_transf_10,PF00852
STRG.24834,Glyco_transf_10,PF00852
STRG.13639.1,Glyco_transf_10,PF00852
STRG.6194.4,Glyco_transf_10,PF00852
STRG.4308,Glyco_transf_18,PF15024
STRG.4306,Glyco_transf_18,PF15024
STRG.35759,Glyco_transf_18,PF15024
STRG.42174,Glyco_transf_18,PF15024
STRG.39299,Glyco_transf_18,PF15024
STRG.9286,Glyco_transf_18,PF15024
STRG.28171,Glyco_transf_18,PF15024
STRG.4308.1,Glyco_transf_18,PF15024
STRG.10085,Glyco_transf_22,PF03901
STRG.11991,Glyco_transf_22,PF03901
STRG.20502,Glyco_transf_22,PF03901
STRG.17447,Glyco_transf_22,PF03901
STRG.21920,Glyco_transf_22,PF03901
STRG.25426,Glyco_transf_22,PF03901
STRG.12091,Glyco_transf_22,PF03901
STRG.14994,Glyco_transf_24,PF18404
STRG.12522,Glyco_transf_24,PF18404
STRG.1795,Glyco_transf_29,PF00777
STRG.24847.4,Glyco_transf_4,PF13439
STRG.10114,Glyco_transf_41,PF13844
STRG.2119,Glyco_transf_43,PF03360
STRG.34443,Glyco_transf_43,PF03360
STRG.34442,Glyco_transf_43,PF03360
STRG.6287,Glyco_transf_49,PF13896
STRG.10515,Glyco_transf_49,PF13896
STRG.18440,Glyco_transf_49,PF13896
STRG.42468,Glyco_transf_49,PF13896
STRG.2560,Glyco_transf_49,PF13896
STRG.41864,Glyco_transf_54,PF04666
STRG.23549,Glyco_transf_54,PF04666
STRG.16590,Glyco_transf_54,PF04666
STRG.36990,Glyco_transf_54,PF04666
STRG.36991,Glyco_transf_54,PF04666
STRG.36994,Glyco_transf_54,PF04666
STRG.36995,Glyco_transf_54,PF04666
STRG.23410,Glyco_transf_54,PF04666
STRG.41869,Glyco_transf_54,PF04666
STRG.41575.3,Glyco_transf_64,PF09258
STRG.24848,Glyco_transf_7C,PF02709
STRG.27048,Glyco_transf_7C,PF02709
STRG.24846,Glyco_transf_7C,PF02709
STRG.35914,Glyco_transf_7C,PF02709
STRG.42256,Glyco_transf_7C,PF02709
STRG.42265,Glyco_transf_7C,PF02709
STRG.31722.3,Glyco_transf_8,PF01501
STRG.31722.5,Glyco_transf_8,PF01501
STRG.18428,Glyco_transf_8,PF01501
STRG.39500.1,Glyco_transf_8,PF01501
STRG.42318,Glyco_transf_8,PF01501
STRG.27778,Glyco_transf_8,PF01501
STRG.39500,Glyco_transf_8,PF01501
STRG.27863,Glyco_transf_8,PF01501
STRG.27865,Glyco_transf_8,PF01501
STRG.28327.1,Glyco_transf_8,PF01501
STRG.19782,Glyco_transf_90,PF05686
STRG.17109,Glyco_transf_92,PF01697
STRG.17108,Glyco_transf_92,PF01697
STRG.21058,Glyco_transf_92,PF01697
STRG.8406,Glyco_tran_10_N,PF17039
STRG.13045,Glyco_tran_28_C,PF04101
STRG.11810,Glyco_tran_28_C,PF04101
STRG.606,Glyco_tran_28_C,PF04101
STRG.38311,Glyco_tran_28_C,PF04101
STRG.26701,Glyco_tran_28_C,PF04101
STRG.32970,Glyco_tran_28_C,PF04101
STRG.3286,Glyco_tran_28_C,PF04101
STRG.21140,Glyco_tran_28_C,PF04101
STRG.21139,Glyco_tran_28_C,PF04101
STRG.21139.2,Glyco_tran_28_C,PF04101
STRG.773,Glyco_tran_28_C,PF04101
STRG.23727,Glyco_tran_28_C,PF04101
STRG.935,Glyco_tran_28_C,PF04101
STRG.23282,Glyco_tran_28_C,PF04101
STRG.23332,Glyco_tran_28_C,PF04101
STRG.17461,Glyco_tran_28_C,PF04101
STRG.32032,Glyco_tran_28_C,PF04101
STRG.21614.1,Glyoxalase,PF00903
STRG.40384,Glyoxalase,PF00903
STRG.21614.2,Glyoxalase,PF00903
STRG.21614.4,Glyoxalase,PF00903
STRG.21614,Glyoxalase,PF00903
STRG.8878,Glyoxalase,PF00903
STRG.34813,Glyoxalase,PF00903
STRG.34812,Glyoxalase,PF00903
STRG.43001,Glyoxalase,PF00903
STRG.21818,Glyoxalase,PF00903
STRG.7584,Glyoxalase,PF00903
STRG.2094,Glyoxalase,PF00903
STRG.30140,Glyoxalase,PF00903
STRG.14697,Glyoxalase,PF00903
STRG.23403,Glypican,PF01153
STRG.23401,Glypican,PF01153
STRG.1966,Gly_rich,PF12810
STRG.4980,Gly_rich,PF12810
STRG.10749,Gly_rich,PF12810
STRG.1967,Gly_rich,PF12810
STRG.10004,Gly_rich,PF12810
STRG.31406,Gly_rich,PF12810
STRG.13466,GMC_oxred_C,PF05199
STRG.13467,GMC_oxred_C,PF05199
STRG.17171.2,GMC_oxred_C,PF05199
STRG.17171.1,GMC_oxred_C,PF05199
STRG.17484,GMC_oxred_C,PF05199
STRG.17903,GMC_oxred_C,PF05199
STRG.17171,GMC_oxred_C,PF05199
STRG.6436,GMP_PDE_delta,PF05351
STRG.6623,GMP_PDE_delta,PF05351
STRG.27962,GNT-I,PF03071
STRG.766,GNT-I,PF03071
STRG.772,GNT-I,PF03071
STRG.763,GNT-I,PF03071
STRG.762,GNT-I,PF03071
STRG.22446,GNT-I,PF03071
STRG.36852,GOLGA2L5,PF15070
STRG.19099,Golgin_A5,PF09787
STRG.23300,GoLoco,PF02188
